"seqname","source","feature","start","end","score","strand","frame","gene_id","transcript_id","class_code","exon_number","gene_name","nearest_ref","oId","tss_id"
"chr1","Cufflinks","exon",120758443,120758493,".","+",".","XLOC_001727","TCONS_00004444","=",1,"Gm29346","ENSMUST00000188147.1","ENSMUST00000188147.1","TSS2699"
"chr1","Cufflinks","exon",120857665,120858010,".","+",".","XLOC_001729","TCONS_00004446","=",2,"Gm29347","ENSMUST00000186695.1","ENSMUST00000186695.1","TSS2701"
"chr1","Cufflinks","exon",120847989,120848526,".","-",".","XLOC_004155","TCONS_00011051","=",1,"Gm29348","ENSMUST00000189555.1","ENSMUST00000189555.1","TSS6760"
"chrY","Cufflinks","exon",4951400,4951468,".","-",".","XLOC_072735","TCONS_00190939","=",1,"Gm29349","ENSMUST00000188692.1","ENSMUST00000188692.1","TSS120208"
"chrY","Cufflinks","exon",4903523,4903591,".","-",".","XLOC_072733","TCONS_00190937","=",1,"Gm29351","ENSMUST00000191052.1","ENSMUST00000191052.1","TSS120206"
"chrY","Cufflinks","exon",5235817,5236000,".","-",".","XLOC_072736","TCONS_00190940","=",2,"Gm29353","ENSMUST00000185801.1","ENSMUST00000185801.1","TSS120209"
"chr1","Cufflinks","exon",74296356,74297905,".","+",".","XLOC_001059","TCONS_00002712","=",2,"Gm29358","ENSMUST00000186510.1","ENSMUST00000186510.1","TSS1627"
"chr1","Cufflinks","exon",121224276,121224382,".","+",".","XLOC_001732","TCONS_00004453","=",1,"Gm29359","ENSMUST00000191007.1","ENSMUST00000191007.1","TSS2705"
"chrY","Cufflinks","exon",38936614,38936795,".","-",".","XLOC_073012","TCONS_00191370","=",3,"Gm29360","ENSMUST00000191555.1","ENSMUST00000185625.6","TSS120562"
"chr12","Cufflinks","exon",83631834,83633833,".","-",".","XLOC_014926","TCONS_00039561","=",1,"Gm29361","ENSMUST00000183323.2","ENSMUST00000183323.2","TSS25045"
"chrY","Cufflinks","exon",9023270,9023451,".","+",".","XLOC_072061","TCONS_00189916","=",2,"Gm29363","ENSMUST00000189365.1","ENSMUST00000189365.1","TSS119354"
"chrY","Cufflinks","exon",8989817,8990039,".","-",".","XLOC_072789","TCONS_00191001","=",2,"Gm29364","ENSMUST00000185289.1","ENSMUST00000185289.1","TSS120268"
"chr4","Cufflinks","exon",141875707,141877033,".","+",".","XLOC_045369","TCONS_00116103","=",1,"Gm29367","ENSMUST00000190911.1","ENSMUST00000190911.1","TSS74043"
"chrY","Cufflinks","exon",58720134,58720772,".","-",".","XLOC_073188","TCONS_00191582","=",4,"Gm29368","ENSMUST00000187201.6","ENSMUST00000187201.6","TSS120755"
"chrY","Cufflinks","exon",47856835,47857333,".","-",".","XLOC_073064","TCONS_00191451","=",1,"Gm29370","ENSMUST00000186581.1","ENSMUST00000187476.1","TSS120626"
"chr1","Cufflinks","exon",87080171,87080292,".","+",".","XLOC_001253","TCONS_00003328","=",1,"Gm29371","ENSMUST00000186823.1","ENSMUST00000186823.1","TSS1983"
"chrY","Cufflinks","exon",47832351,47832419,".","-",".","XLOC_073063","TCONS_00191449","=",1,"Gm29373","ENSMUST00000190660.6","ENSMUST00000191017.1","TSS120625"
"chr1","Cufflinks","exon",87146263,87146505,".","-",".","XLOC_003878","TCONS_00010322","=",2,"Gm29374","ENSMUST00000187198.1","ENSMUST00000187198.1","TSS6288"
"chr9","Cufflinks","exon",25175151,25175597,".","+",".","XLOC_065362","TCONS_00172203","=",1,"Gm29375","ENSMUST00000185935.1","ENSMUST00000185935.1","TSS108519"
"chrY","Cufflinks","exon",66519692,66521634,".","-",".","XLOC_073270","TCONS_00191704","=",1,"Gm29379","ENSMUST00000186305.1","ENSMUST00000186305.1","TSS120853"
"chrY","Cufflinks","exon",66552831,66552922,".","-",".","XLOC_073271","TCONS_00191705","=",2,"Gm29380","ENSMUST00000185898.1","ENSMUST00000185898.1","TSS120854"
"chrY","Cufflinks","exon",66556167,66556348,".","+",".","XLOC_072526","TCONS_00190587","=",2,"Gm29381","ENSMUST00000190168.1","ENSMUST00000190475.1","TSS119914"
"chrY","Cufflinks","exon",35225889,35226111,".","+",".","XLOC_072306","TCONS_00190225","=",1,"Gm29384","ENSMUST00000190852.1","ENSMUST00000190852.1","TSS119619"
"chrY","Cufflinks","exon",35191762,35191945,".","-",".","XLOC_072986","TCONS_00191325","=",2,"Gm29386","ENSMUST00000191185.6","ENSMUST00000186775.1","TSS120525"
"chr9","Cufflinks","exon",102559300,102559662,".","+",".","XLOC_066618","TCONS_00175217","=",1,"Gm29387","ENSMUST00000189074.1","ENSMUST00000189074.1","TSS110466"
"chr9","Cufflinks","exon",102151242,102151468,".","-",".","XLOC_068270","TCONS_00180129","=",1,"Gm29388","ENSMUST00000190718.1","ENSMUST00000190718.1","TSS113512"
"chrY","Cufflinks","exon",88959176,88961119,".","-",".","XLOC_073558","TCONS_00192151","=",1,"Gm29392","ENSMUST00000189429.1","ENSMUST00000189429.1","TSS121184"
"chrY","Cufflinks","exon",88995575,88995760,".","+",".","XLOC_072651","TCONS_00190801","=",2,"Gm29393","ENSMUST00000187002.1","ENSMUST00000187002.1","TSS120104"
"chr9","Cufflinks","exon",94667208,94668144,".","-",".","XLOC_068165","TCONS_00179822","=",1,"Gm29395","ENSMUST00000188551.1","ENSMUST00000188551.1","TSS113318"
"chr1","Cufflinks","exon",149424421,149424606,".","-",".","XLOC_004483","TCONS_00011903","=",2,"Gm29398","ENSMUST00000191253.6","ENSMUST00000186355.1","TSS7339"
"chrY","Cufflinks","exon",27812949,27813130,".","-",".","XLOC_072929","TCONS_00191215","=",3,"Gm29399","ENSMUST00000187292.6","ENSMUST00000190828.6","TSS120448"
"chrY","Cufflinks","exon",57033825,57034060,".","+",".","XLOC_072472","TCONS_00190474","=",1,"Gm29404","ENSMUST00000187914.1","ENSMUST00000187914.1","TSS119830"
"chrY","Cufflinks","exon",56804073,56804256,".","+",".","XLOC_072471","TCONS_00190473","=",2,"Gm29405","ENSMUST00000187204.1","ENSMUST00000187204.1","TSS119829"
"chrY","Cufflinks","exon",56942504,56942627,".","-",".","XLOC_073172","TCONS_00191560","=",2,"Gm29406","ENSMUST00000186400.1","ENSMUST00000186400.1","TSS120735"
"chr9","Cufflinks","exon",90946716,90947018,".","-",".","XLOC_068104","TCONS_00179701","x",2,"Gm29408","ENSMUST00000187536.1","CUFF.53183.1","TSS113238"
"chrY","Cufflinks","exon",69201949,69202132,".","-",".","XLOC_073296","TCONS_00191770","=",2,"Gm29409","ENSMUST00000189623.6","ENSMUST00000189623.6","TSS120895"
"chr1","Cufflinks","exon",25026984,25027232,".","-",".","XLOC_003113","TCONS_00008006","=",2,"Gm29414","ENSMUST00000185379.1","ENSMUST00000185379.1","TSS4917"
"chr9","Cufflinks","exon",88621858,88621914,".","-",".","XLOC_068053","TCONS_00179546","=",2,"Gm29415","ENSMUST00000185487.1","ENSMUST00000185487.1","TSS113140"
"chrY","Cufflinks","exon",74800197,74800538,".","+",".","XLOC_072582","TCONS_00190688","=",1,"Gm29416","ENSMUST00000191328.1","ENSMUST00000191328.1","TSS119992"
"chr18","Cufflinks","exon",35830389,35830563,".","-",".","XLOC_030994","TCONS_00077606","=",1,"Gm29417","ENSMUST00000188160.1","ENSMUST00000188160.1","TSS49905"
"chr17","Cufflinks","exon",85796218,85796295,".","-",".","XLOC_029410","TCONS_00074061","=",1,"Gm29418","ENSMUST00000186162.1","ENSMUST00000186162.1","TSS47559"
"chrY","Cufflinks","exon",63165662,63165843,".","+",".","XLOC_072503","TCONS_00190530","=",2,"Gm29421","ENSMUST00000185843.1","ENSMUST00000189077.1","TSS119876"
"chrY","Cufflinks","exon",70380888,70381073,".","+",".","XLOC_072562","TCONS_00190656","=",2,"Gm29425","ENSMUST00000189421.1","ENSMUST00000189421.1","TSS119961"
"chrY","Cufflinks","exon",44385913,44385980,".","-",".","XLOC_073050","TCONS_00191430","=",1,"Gm29426","ENSMUST00000186564.6","ENSMUST00000185613.1","TSS120611"
"chr13","Cufflinks","exon",54887470,54887554,".","+",".","XLOC_016337","TCONS_00042591","=",1,"Gm29431","ENSMUST00000189848.1","ENSMUST00000189848.1","TSS27032"
"chrY","Cufflinks","exon",40372660,40372751,".","+",".","XLOC_072365","TCONS_00190285","=",2,"Gm29433","ENSMUST00000191241.1","ENSMUST00000191241.1","TSS119678"
"chr4","Cufflinks","exon",115878317,115878576,".","-",".","XLOC_046756","TCONS_00120098","=",1,"Gm29434","ENSMUST00000187426.1","ENSMUST00000187426.1","TSS76464"
"chrY","Cufflinks","exon",88476536,88476600,".","+",".","XLOC_072648","TCONS_00190797","=",3,"Gm29436","ENSMUST00000189054.1","ENSMUST00000188158.1","TSS120100"
"chr6","Cufflinks","exon",72103943,72104046,".","+",".","XLOC_052858","TCONS_00137761","o",1,"Gm29438","ENSMUST00000191298.1","CUFF.46883.1","TSS87479"
"chr7","Cufflinks","exon",30872733,30873026,".","+",".","XLOC_056927","TCONS_00148647","=",1,"Gm29439","ENSMUST00000189996.1","ENSMUST00000189996.1","TSS94146"
"chr7","Cufflinks","exon",30885031,30885730,".","+",".","XLOC_056928","TCONS_00148648","=",1,"Gm29440","ENSMUST00000189744.1","ENSMUST00000189744.1","TSS94147"
"chr7","Cufflinks","exon",16618627,16619216,".","-",".","XLOC_059276","TCONS_00155549","=",1,"Gm29442","ENSMUST00000188725.1","ENSMUST00000188725.1","TSS98304"
"chr7","Cufflinks","exon",16613824,16613952,".","+",".","XLOC_056511","TCONS_00147373","=",1,"Gm29443","ENSMUST00000190297.6","ENSMUST00000190297.6","TSS93373"
"chrY","Cufflinks","exon",44821789,44821970,".","+",".","XLOC_072391","TCONS_00190318","=",2,"Gm29444","ENSMUST00000187152.1","ENSMUST00000191334.1","TSS119707"
"chrY","Cufflinks","exon",45046036,45046219,".","+",".","XLOC_072392","TCONS_00190319","=",3,"Gm29445","ENSMUST00000189947.1","ENSMUST00000189947.1","TSS119708"
"chrY","Cufflinks","exon",68702856,68703078,".","+",".","XLOC_072547","TCONS_00190622","=",1,"Gm29446","ENSMUST00000190887.1","ENSMUST00000190887.1","TSS119938"
"chrY","Cufflinks","exon",68667605,68668094,".","-",".","XLOC_073292","TCONS_00191763","=",1,"Gm29447","ENSMUST00000186407.1","ENSMUST00000186407.1","TSS120889"
"chrY","Cufflinks","exon",68388969,68389191,".","+",".","XLOC_072542","TCONS_00190616","=",1,"Gm29449","ENSMUST00000187820.1","ENSMUST00000187820.1","TSS119932"
"chrY","Cufflinks","exon",68354269,68354337,".","-",".","XLOC_073291","TCONS_00191762","=",1,"Gm29450","ENSMUST00000189657.1","ENSMUST00000191152.1","TSS120888"
"chr1","Cufflinks","exon",51847840,51849118,".","-",".","XLOC_003408","TCONS_00008829","=",1,"Gm29453","ENSMUST00000186428.1","ENSMUST00000186428.1","TSS5431"
"chr1","Cufflinks","exon",119526924,119527229,".","+",".","XLOC_001706","TCONS_00004417","=",2,"Gm29455","ENSMUST00000186504.1","ENSMUST00000183607.1","TSS2673"
"chr1","Cufflinks","exon",119305346,119305675,".","-",".","XLOC_004135","TCONS_00010955","=",1,"Gm29456","ENSMUST00000189894.1","ENSMUST00000189894.1","TSS6704"
"chrY","Cufflinks","exon",65318320,65318808,".","+",".","XLOC_072515","TCONS_00190547","=",4,"Gm29457","ENSMUST00000188224.1","ENSMUST00000188224.1","TSS119893"
"chr1","Cufflinks","exon",98173648,98173739,".","+",".","XLOC_001504","TCONS_00003984","=",1,"Gm29461","ENSMUST00000189232.1","ENSMUST00000189232.1","TSS2394"
"chr5","Cufflinks","exon",106574875,106575387,".","+",".","XLOC_048956","TCONS_00126462","=",1,"Gm29464","ENSMUST00000187692.1","ENSMUST00000187692.1","TSS80438"
"chrY","Cufflinks","exon",58047925,58047993,".","-",".","XLOC_073184","TCONS_00191576","=",1,"Gm29466","ENSMUST00000191077.1","ENSMUST00000191077.1","TSS120750"
"chrY","Cufflinks","exon",58080000,58080490,".","-",".","XLOC_073185","TCONS_00191577","=",1,"Gm29467","ENSMUST00000189669.6","ENSMUST00000189669.6","TSS120751"
"chrY","Cufflinks","exon",82346845,82348788,".","-",".","XLOC_073462","TCONS_00192053","=",1,"Gm29472","ENSMUST00000188599.1","ENSMUST00000188599.1","TSS121086"
"chrY","Cufflinks","exon",82383316,82383497,".","+",".","XLOC_072618","TCONS_00190747","=",2,"Gm29473","ENSMUST00000185588.1","ENSMUST00000186503.1","TSS120050"
"chr11","Cufflinks","exon",95380194,95380238,".","-",".","XLOC_011741","TCONS_00032088","=",2,"Gm29477","ENSMUST00000189860.1","ENSMUST00000189860.1","TSS20085"
"chr9","Cufflinks","exon",91557461,91557553,".","+",".","XLOC_066397","TCONS_00174735","=",2,"Gm29478","ENSMUST00000191272.1","ENSMUST00000191272.1","TSS110162"
"chr1","Cufflinks","exon",92847063,92847259,".","-",".","XLOC_003947","TCONS_00010522","=",3,"Gm29480","ENSMUST00000188589.1","ENSMUST00000188589.1","TSS6410"
"chr1","Cufflinks","exon",92820958,92821724,".","-",".","XLOC_003946","TCONS_00010521","=",1,"Gm29481","ENSMUST00000189080.1","ENSMUST00000189080.1","TSS6409"
"chr1","Cufflinks","exon",92759213,92759344,".","-",".","XLOC_003944","TCONS_00010518","=",1,"Gm29482","ENSMUST00000187845.1","ENSMUST00000187845.1","TSS6406"
"chr1","Cufflinks","exon",92716964,92717202,".","-",".","XLOC_003943","TCONS_00010517","=",2,"Gm29483","ENSMUST00000188188.1","ENSMUST00000188188.1","TSS6405"
"chr1","Cufflinks","exon",131406812,131409213,".","-",".","XLOC_004247","TCONS_00011323","=",1,"Gm29488","ENSMUST00000191427.1","ENSMUST00000191427.1","TSS6943"
"chr1","Cufflinks","exon",186705695,186705774,".","+",".","XLOC_002700","TCONS_00006958","=",1,"Gm29491","ENSMUST00000189481.1","ENSMUST00000189481.1","TSS4280"
"chrY","Cufflinks","exon",39158848,39159336,".","-",".","XLOC_073013","TCONS_00191372","=",1,"Gm29497","ENSMUST00000186801.1","ENSMUST00000186801.1","TSS120563"
"chrY","Cufflinks","exon",39414032,39414100,".","+",".","XLOC_072359","TCONS_00190279","=",3,"Gm29498","ENSMUST00000188911.1","ENSMUST00000188911.1","TSS119672"
"chr1","Cufflinks","exon",163609876,163610269,".","+",".","XLOC_002264","TCONS_00005706","=",2,"Gm29500","ENSMUST00000185992.1","ENSMUST00000185992.1","TSS3557"
"chr13","Cufflinks","exon",98476598,98477068,".","-",".","XLOC_018414","TCONS_00047568","=",1,"Gm29501","ENSMUST00000186133.1","ENSMUST00000186133.1","TSS30141"
"chr13","Cufflinks","exon",100931119,100931392,".","+",".","XLOC_016891","TCONS_00043840","=",2,"Gm29502","ENSMUST00000185979.1","ENSMUST00000185979.1","TSS27792"
"chrY","Cufflinks","exon",90277433,90277501,".","+",".","XLOC_072659","TCONS_00190813","=",3,"Gm29504","ENSMUST00000186377.6","ENSMUST00000186377.6","TSS120115"
"chr1","Cufflinks","exon",23214671,23214725,".","-",".","XLOC_003093","TCONS_00007953","=",3,"Gm29506","ENSMUST00000191045.1","ENSMUST00000191045.1","TSS4880"
"chr7","Cufflinks","exon",113729654,113729791,".","+",".","XLOC_058318","TCONS_00152444","=",1,"Gm29507","ENSMUST00000187378.1","ENSMUST00000187378.1","TSS96492"
"chr12","Cufflinks","exon",103312368,103312604,".","-",".","XLOC_015092","TCONS_00040038","=",1,"Gm29508","ENSMUST00000189971.6","ENSMUST00000191414.1","TSS25366"
"chr6","Cufflinks","exon",117899201,117899521,".","+",".","XLOC_053578","TCONS_00139776","=",1,"Gm29509","ENSMUST00000185716.1","ENSMUST00000185716.1","TSS88721"
"chrY","Cufflinks","exon",50260114,50260295,".","+",".","XLOC_072427","TCONS_00190384","=",2,"Gm29511","ENSMUST00000187580.6","ENSMUST00000191309.1","TSS119760"
"chr11","Cufflinks","exon",121817408,121817609,".","+",".","XLOC_010392","TCONS_00028298","=",1,"Gm29513","ENSMUST00000185741.1","ENSMUST00000185741.1","TSS17607"
"chr1","Cufflinks","exon",146431263,146431427,".","-",".","XLOC_004468","TCONS_00011883","=",4,"Gm29514","ENSMUST00000186665.6","ENSMUST00000186665.6","TSS7322"
"chr1","Cufflinks","exon",148248253,148248378,".","-",".","XLOC_004475","TCONS_00011894","=",2,"Gm29515","ENSMUST00000188273.1","ENSMUST00000188273.1","TSS7331"
"chr9","Cufflinks","exon",101822201,101822364,".","-",".","XLOC_068266","TCONS_00180120","=",3,"Gm29521","ENSMUST00000187061.1","ENSMUST00000187061.1","TSS113506"
"chrY","Cufflinks","exon",10659007,10659188,".","+",".","XLOC_072071","TCONS_00189927","=",2,"Gm29522","ENSMUST00000191530.1","ENSMUST00000191530.1","TSS119365"
"chrY","Cufflinks","exon",10626743,10626929,".","+",".","XLOC_072070","TCONS_00189926","=",1,"Gm29527","ENSMUST00000190722.1","ENSMUST00000190722.1","TSS119364"
"chr1","Cufflinks","exon",153692520,153692656,".","-",".","XLOC_004546","TCONS_00012090","=",2,"Gm29529","ENSMUST00000187154.1","ENSMUST00000187154.1","TSS7457"
"chr12","Cufflinks","exon",83063392,83065121,".","-",".","XLOC_014922","TCONS_00039551","=",1,"Gm29530","ENSMUST00000187556.1","ENSMUST00000187556.1","TSS25038"
"chrY","Cufflinks","exon",34126368,34126436,".","+",".","XLOC_072287","TCONS_00190204","=",2,"Gm29531","ENSMUST00000190569.1","ENSMUST00000190569.1","TSS119600"
"chrY","Cufflinks","exon",34087964,34088148,".","+",".","XLOC_072286","TCONS_00190202","=",3,"Gm29532","ENSMUST00000191113.1","ENSMUST00000185593.6","TSS119599"
"chr1","Cufflinks","exon",78791623,78794293,".","-",".","XLOC_003778","TCONS_00010041","=",1,"Gm29536","ENSMUST00000189296.1","ENSMUST00000189296.1","TSS6117"
"chrY","Cufflinks","exon",42142008,42142193,".","+",".","XLOC_072377","TCONS_00190301","=",1,"Gm29537","ENSMUST00000186153.1","ENSMUST00000185274.1","TSS119692"
"chr1","Cufflinks","exon",88446274,88446385,".","-",".","XLOC_003892","TCONS_00010364","=",2,"Gm29538","ENSMUST00000190783.1","ENSMUST00000190783.1","TSS6316"
"chr1","Cufflinks","exon",74775543,74775718,".","-",".","XLOC_003734","TCONS_00009846","=",2,"Gm29539","ENSMUST00000188031.1","ENSMUST00000188031.1","TSS6008"
"chr13","Cufflinks","exon",91374010,91374294,".","-",".","XLOC_018362","TCONS_00047405","=",2,"Gm29540","ENSMUST00000188207.1","ENSMUST00000188207.1","TSS30041"
"chr12","Cufflinks","exon",31500068,31500745,".","-",".","XLOC_014528","TCONS_00038565","=",1,"Gm29541","ENSMUST00000191351.1","ENSMUST00000191351.1","TSS24385"
"chr12","Cufflinks","exon",31486958,31487529,".","+",".","XLOC_012864","TCONS_00035079","=",1,"Gm29542","ENSMUST00000186876.1","ENSMUST00000186876.1","TSS22019"
"chr13","Cufflinks","exon",96133369,96134335,".","+",".","XLOC_016844","TCONS_00043704","=",1,"Gm29543","ENSMUST00000188138.1","ENSMUST00000188138.1","TSS27714"
"chrY","Cufflinks","exon",62649425,62649606,".","+",".","XLOC_072500","TCONS_00190525","=",2,"Gm29547","ENSMUST00000187258.1","ENSMUST00000187635.1","TSS119871"
"chrY","Cufflinks","exon",62880743,62880926,".","+",".","XLOC_072502","TCONS_00190527","=",3,"Gm29549","ENSMUST00000189569.1","ENSMUST00000189569.1","TSS119873"
"chrY","Cufflinks","exon",55374388,55374573,".","+",".","XLOC_072462","TCONS_00190456","=",1,"Gm29555","ENSMUST00000188620.6","ENSMUST00000190886.6","TSS119816"
"chrY","Cufflinks","exon",54819758,54819943,".","+",".","XLOC_072459","TCONS_00190449","=",1,"Gm29557","ENSMUST00000188245.1","ENSMUST00000188245.1","TSS119810"
"chr3","Cufflinks","exon",104669754,104670010,".","-",".","XLOC_042421","TCONS_00108264","j",3,"Gm29560","ENSMUST00000191526.1","CUFF.38190.1","TSS69120"
"chr3","Cufflinks","exon",104661343,104661883,".","-",".","XLOC_042420","TCONS_00108263","=",1,"Gm29561","ENSMUST00000187838.1","ENSMUST00000187838.1","TSS69119"
"chr9","Cufflinks","exon",88828127,88829971,".","-",".","XLOC_068067","TCONS_00179571","x",1,"Gm29562","ENSMUST00000190113.1","CUFF.54917.1","TSS113161"
"chrY","Cufflinks","exon",78152892,78153075,".","+",".","XLOC_072600","TCONS_00190716","=",3,"Gm29565","ENSMUST00000186260.1","ENSMUST00000186260.1","TSS120019"
"chrY","Cufflinks","exon",78147088,78147250,".","-",".","XLOC_073405","TCONS_00191994","=",1,"Gm29566","ENSMUST00000190627.1","ENSMUST00000190627.1","TSS121027"
"chrY","Cufflinks","exon",78053408,78053545,".","+",".","XLOC_072599","TCONS_00190715","=",2,"Gm29568","ENSMUST00000187884.1","ENSMUST00000187884.1","TSS120018"
"chrY","Cufflinks","exon",77855223,77855404,".","+",".","XLOC_072598","TCONS_00190714","=",2,"Gm29569","ENSMUST00000187955.1","ENSMUST00000187498.1","TSS120017"
"chr1","Cufflinks","exon",13387969,13388413,".","+",".","XLOC_000284","TCONS_00000617","=",2,"Gm29570","ENSMUST00000185813.1","ENSMUST00000185813.1","TSS395"
"chr10","Cufflinks","exon",25536386,25536669,".","+",".","XLOC_005451","TCONS_00015062","=",1,"Gm29571","ENSMUST00000191547.1","ENSMUST00000191547.1","TSS9140"
"chr3","Cufflinks","exon",104706585,104706598,".","+",".","XLOC_040409","TCONS_00102898","=",1,"Gm29572","ENSMUST00000190305.1","ENSMUST00000190305.1","TSS65833"
"chrY","Cufflinks","exon",30945309,30945490,".","-",".","XLOC_072953","TCONS_00191256","=",3,"Gm29578","ENSMUST00000190180.1","ENSMUST00000188809.6","TSS120478"
"chrY","Cufflinks","exon",30676624,30676728,".","-",".","XLOC_072948","TCONS_00191248","=",2,"Gm29579","ENSMUST00000190820.1","ENSMUST00000190820.1","TSS120473"
"chrY","Cufflinks","exon",30542567,30542671,".","+",".","XLOC_072266","TCONS_00190168","=",1,"Gm29580","ENSMUST00000189921.1","ENSMUST00000189921.1","TSS119577"
"chrY","Cufflinks","exon",30882812,30882993,".","-",".","XLOC_072951","TCONS_00191253","=",2,"Gm29581","ENSMUST00000187784.1","ENSMUST00000187784.1","TSS120476"
"chrY","Cufflinks","exon",65538623,65538808,".","+",".","XLOC_072517","TCONS_00190554","=",1,"Gm29584","ENSMUST00000190181.1","ENSMUST00000185252.1","TSS119898"
"chr10","Cufflinks","exon",128545013,128545359,".","+",".","XLOC_006922","TCONS_00018668","=",3,"Gm29585","ENSMUST00000187855.1","ENSMUST00000188089.1","TSS11410"
